Query,UTC DateTime,Response
windos 虚拟机,03/28/2018 08:29:18,"{""query"":""windos 虚拟机"",""intents"":[{""intent"":""Angry"",""score"":0.03153674},{""intent"":""AreYouBot"",""score"":4.49272266E-05},{""intent"":""GoodBye"",""score"":0.02517272},{""intent"":""Greetings"",""score"":0.0535103828},{""intent"":""None"",""score"":0.38944608},{""intent"":""Praise"",""score"":0.0377203636}],""entities"":[]}"
申请ICP备案,03/27/2018 14:11:20,"{""query"":""申请ICP备案"",""intents"":[{""intent"":""Angry"",""score"":0.0244575944},{""intent"":""AreYouBot"",""score"":1.810549E-07},{""intent"":""GoodBye"",""score"":0.0122301448},{""intent"":""Greetings"",""score"":0.009379234},{""intent"":""None"",""score"":0.9900888},{""intent"":""Praise"",""score"":0.02852585}],""entities"":[{""entity"":""ICP"",""type"":""ms.service"",""startIndex"":2,""endIndex"":4,""resolution"":{""values"":[""ICP""]}}]}"
你太笨了,03/28/2018 08:28:16,"{""query"":""你太笨了"",""intents"":[{""intent"":""Angry"",""score"":0.7213292},{""intent"":""AreYouBot"",""score"":2.967463E-06},{""intent"":""GoodBye"",""score"":0.0177126732},{""intent"":""Greetings"",""score"":0.0374638252},{""intent"":""None"",""score"":0.08160629},{""intent"":""Praise"",""score"":0.0534406677}],""entities"":[]}"
http://images0.cnblogs.com/news/66372/201401/240918103514.jpg,03/29/2018 10:09:37,"{""query"":""http://images0.cnblogs.com/news/66372/201401/240918103514.jpg"",""intents"":[{""intent"":""Angry"",""score"":0.03276551},{""intent"":""AreYouBot"",""score"":7.683866E-07},{""intent"":""GoodBye"",""score"":0.00545300264},{""intent"":""Greetings"",""score"":0.00233669416},{""intent"":""None"",""score"":0.9280217},{""intent"":""Praise"",""score"":0.0204861891}],""entities"":[]}"
http://images0.cnblogs.com/news/66372/201401/240918103514.jpg,03/29/2018 10:09:37,"{""query"":""http://images0.cnblogs.com/news/66372/201401/240918103514.jpg"",""intents"":[{""intent"":""Angry"",""score"":0.03276551},{""intent"":""AreYouBot"",""score"":7.683866E-07},{""intent"":""GoodBye"",""score"":0.00545300264},{""intent"":""Greetings"",""score"":0.00233669416},{""intent"":""None"",""score"":0.9280217},{""intent"":""Praise"",""score"":0.0204861891}],""entities"":[]}"
http://images0.cnblogs.com/news/66372/201401/240918103514.jpg,03/29/2018 10:09:21,"{""query"":""http://images0.cnblogs.com/news/66372/201401/240918103514.jpg"",""intents"":[{""intent"":""Angry"",""score"":0.03276551},{""intent"":""AreYouBot"",""score"":7.683866E-07},{""intent"":""GoodBye"",""score"":0.00545300264},{""intent"":""Greetings"",""score"":0.00233669416},{""intent"":""None"",""score"":0.9280217},{""intent"":""Praise"",""score"":0.0204861891}],""entities"":[]}"
hello,03/28/2018 07:18:55,"{""query"":""hello"",""intents"":[{""intent"":""Angry"",""score"":0.008469304},{""intent"":""AreYouBot"",""score"":1.5298049E-08},{""intent"":""GoodBye"",""score"":0.0803905055},{""intent"":""Greetings"",""score"":0.59514004},{""intent"":""None"",""score"":0.176156163},{""intent"":""Praise"",""score"":0.01672239}],""entities"":[]}"
hello,03/27/2018 22:14:03,"{""query"":""hello"",""intents"":[{""intent"":""Angry"",""score"":0.008469304},{""intent"":""AreYouBot"",""score"":1.5298049E-08},{""intent"":""GoodBye"",""score"":0.0803905055},{""intent"":""Greetings"",""score"":0.59514004},{""intent"":""None"",""score"":0.176156163},{""intent"":""Praise"",""score"":0.01672239}],""entities"":[]}"
windows 虚拟机,03/28/2018 09:00:03,"{""query"":""windows 虚拟机"",""intents"":[{""intent"":""Angry"",""score"":0.03153674},{""intent"":""AreYouBot"",""score"":4.49272266E-05},{""intent"":""GoodBye"",""score"":0.02517272},{""intent"":""Greetings"",""score"":0.0535103828},{""intent"":""None"",""score"":0.38944608},{""intent"":""Praise"",""score"":0.0377203636}],""entities"":[]}"
windows 虚拟机,03/28/2018 08:57:11,"{""query"":""windows 虚拟机"",""intents"":[{""intent"":""Angry"",""score"":0.03153674},{""intent"":""AreYouBot"",""score"":4.49272266E-05},{""intent"":""GoodBye"",""score"":0.02517272},{""intent"":""Greetings"",""score"":0.0535103828},{""intent"":""None"",""score"":0.38944608},{""intent"":""Praise"",""score"":0.0377203636}],""entities"":[]}"
windows 虚拟机,03/28/2018 08:29:49,"{""query"":""windows 虚拟机"",""intents"":[{""intent"":""Angry"",""score"":0.03153674},{""intent"":""AreYouBot"",""score"":4.49272266E-05},{""intent"":""GoodBye"",""score"":0.02517272},{""intent"":""Greetings"",""score"":0.0535103828},{""intent"":""None"",""score"":0.38944608},{""intent"":""Praise"",""score"":0.0377203636}],""entities"":[]}"
windows 虚拟机,03/28/2018 08:29:33,"{""query"":""windows 虚拟机"",""intents"":[{""intent"":""Angry"",""score"":0.03153674},{""intent"":""AreYouBot"",""score"":4.49272266E-05},{""intent"":""GoodBye"",""score"":0.02517272},{""intent"":""Greetings"",""score"":0.0535103828},{""intent"":""None"",""score"":0.38944608},{""intent"":""Praise"",""score"":0.0377203636}],""entities"":[]}"
windows 虚拟机,03/28/2018 08:59:32,"{""query"":""windows 虚拟机"",""intents"":[{""intent"":""Angry"",""score"":0.03153674},{""intent"":""AreYouBot"",""score"":4.49272266E-05},{""intent"":""GoodBye"",""score"":0.02517272},{""intent"":""Greetings"",""score"":0.0535103828},{""intent"":""None"",""score"":0.38944608},{""intent"":""Praise"",""score"":0.0377203636}],""entities"":[]}"
windows 虚拟机,03/28/2018 08:56:36,"{""query"":""windows 虚拟机"",""intents"":[{""intent"":""Angry"",""score"":0.03153674},{""intent"":""AreYouBot"",""score"":4.49272266E-05},{""intent"":""GoodBye"",""score"":0.02517272},{""intent"":""Greetings"",""score"":0.0535103828},{""intent"":""None"",""score"":0.38944608},{""intent"":""Praise"",""score"":0.0377203636}],""entities"":[]}"
windows 虚拟机,03/28/2018 08:30:04,"{""query"":""windows 虚拟机"",""intents"":[{""intent"":""Angry"",""score"":0.03153674},{""intent"":""AreYouBot"",""score"":4.49272266E-05},{""intent"":""GoodBye"",""score"":0.02517272},{""intent"":""Greetings"",""score"":0.0535103828},{""intent"":""None"",""score"":0.38944608},{""intent"":""Praise"",""score"":0.0377203636}],""entities"":[]}"
windows 虚拟机,03/28/2018 08:29:33,"{""query"":""windows 虚拟机"",""intents"":[{""intent"":""Angry"",""score"":0.03153674},{""intent"":""AreYouBot"",""score"":4.49272266E-05},{""intent"":""GoodBye"",""score"":0.02517272},{""intent"":""Greetings"",""score"":0.0535103828},{""intent"":""None"",""score"":0.38944608},{""intent"":""Praise"",""score"":0.0377203636}],""entities"":[]}"
windows 虚拟机,03/28/2018 08:56:36,"{""query"":""windows 虚拟机"",""intents"":[{""intent"":""Angry"",""score"":0.03153674},{""intent"":""AreYouBot"",""score"":4.49272266E-05},{""intent"":""GoodBye"",""score"":0.02517272},{""intent"":""Greetings"",""score"":0.0535103828},{""intent"":""None"",""score"":0.38944608},{""intent"":""Praise"",""score"":0.0377203636}],""entities"":[]}"
windows 虚拟机,03/28/2018 08:57:27,"{""query"":""windows 虚拟机"",""intents"":[{""intent"":""Angry"",""score"":0.03153674},{""intent"":""AreYouBot"",""score"":4.49272266E-05},{""intent"":""GoodBye"",""score"":0.02517272},{""intent"":""Greetings"",""score"":0.0535103828},{""intent"":""None"",""score"":0.38944608},{""intent"":""Praise"",""score"":0.0377203636}],""entities"":[]}"
windows 虚拟机,03/28/2018 09:00:03,"{""query"":""windows 虚拟机"",""intents"":[{""intent"":""Angry"",""score"":0.03153674},{""intent"":""AreYouBot"",""score"":4.49272266E-05},{""intent"":""GoodBye"",""score"":0.02517272},{""intent"":""Greetings"",""score"":0.0535103828},{""intent"":""None"",""score"":0.38944608},{""intent"":""Praise"",""score"":0.0377203636}],""entities"":[]}"
windows 虚拟机,03/28/2018 08:57:11,"{""query"":""windows 虚拟机"",""intents"":[{""intent"":""Angry"",""score"":0.03153674},{""intent"":""AreYouBot"",""score"":4.49272266E-05},{""intent"":""GoodBye"",""score"":0.02517272},{""intent"":""Greetings"",""score"":0.0535103828},{""intent"":""None"",""score"":0.38944608},{""intent"":""Praise"",""score"":0.0377203636}],""entities"":[]}"
windows 虚拟机,03/28/2018 08:56:20,"{""query"":""windows 虚拟机"",""intents"":[{""intent"":""Angry"",""score"":0.03153674},{""intent"":""AreYouBot"",""score"":4.49272266E-05},{""intent"":""GoodBye"",""score"":0.02517272},{""intent"":""Greetings"",""score"":0.0535103828},{""intent"":""None"",""score"":0.38944608},{""intent"":""Praise"",""score"":0.0377203636}],""entities"":[]}"
windows 虚拟机,03/28/2018 08:29:49,"{""query"":""windows 虚拟机"",""intents"":[{""intent"":""Angry"",""score"":0.03153674},{""intent"":""AreYouBot"",""score"":4.49272266E-05},{""intent"":""GoodBye"",""score"":0.02517272},{""intent"":""Greetings"",""score"":0.0535103828},{""intent"":""None"",""score"":0.38944608},{""intent"":""Praise"",""score"":0.0377203636}],""entities"":[]}"
windows 虚拟机,03/28/2018 08:29:33,"{""query"":""windows 虚拟机"",""intents"":[{""intent"":""Angry"",""score"":0.03153674},{""intent"":""AreYouBot"",""score"":4.49272266E-05},{""intent"":""GoodBye"",""score"":0.02517272},{""intent"":""Greetings"",""score"":0.0535103828},{""intent"":""None"",""score"":0.38944608},{""intent"":""Praise"",""score"":0.0377203636}],""entities"":[]}"
虚拟机,03/27/2018 22:14:43,"{""query"":""虚拟机"",""intents"":[{""intent"":""Angry"",""score"":0.11418286},{""intent"":""AreYouBot"",""score"":0.0005380807},{""intent"":""GoodBye"",""score"":0.0266813673},{""intent"":""Greetings"",""score"":0.0637010857},{""intent"":""None"",""score"":0.131679818},{""intent"":""Praise"",""score"":0.116703421}],""entities"":[]}"
http://img.zcool.cn/community/010a1b554c01d1000001bf72a68b37.jpg@1280w_1l_2o_100sh.png,03/29/2018 10:09:52,"{""query"":""http://img.zcool.cn/community/010a1b554c01d1000001bf72a68b37.jpg@1280w_1l_2o_100sh.png"",""intents"":[{""intent"":""Angry"",""score"":0.021042686},{""intent"":""AreYouBot"",""score"":4.73190227E-07},{""intent"":""GoodBye"",""score"":0.00427969638},{""intent"":""Greetings"",""score"":0.00139522727},{""intent"":""None"",""score"":0.9657338},{""intent"":""Praise"",""score"":0.0128754582}],""entities"":[]}"
http://img.zcool.cn/community/010a1b554c01d1000001bf72a68b37.jpg@1280w_1l_2o_100sh.png,03/29/2018 10:09:52,"{""query"":""http://img.zcool.cn/community/010a1b554c01d1000001bf72a68b37.jpg@1280w_1l_2o_100sh.png"",""intents"":[{""intent"":""Angry"",""score"":0.021042686},{""intent"":""AreYouBot"",""score"":4.73190227E-07},{""intent"":""GoodBye"",""score"":0.00427969638},{""intent"":""Greetings"",""score"":0.00139522727},{""intent"":""None"",""score"":0.9657338},{""intent"":""Praise"",""score"":0.0128754582}],""entities"":[]}"
你太厉害了,03/28/2018 08:26:28,"{""query"":""你太厉害了"",""intents"":[{""intent"":""Angry"",""score"":0.056611605},{""intent"":""AreYouBot"",""score"":2.97111865E-06},{""intent"":""GoodBye"",""score"":0.0147581259},{""intent"":""Greetings"",""score"":0.0253660511},{""intent"":""None"",""score"":0.105009213},{""intent"":""Praise"",""score"":0.53946507}],""entities"":[]}"
你是男的么？,03/28/2018 08:26:59,"{""query"":""你是男的么？"",""intents"":[{""intent"":""Angry"",""score"":0.246235162},{""intent"":""AreYouBot"",""score"":0.0001224674},{""intent"":""GoodBye"",""score"":0.0129312268},{""intent"":""Greetings"",""score"":0.0246128682},{""intent"":""None"",""score"":0.1500697},{""intent"":""Praise"",""score"":0.0628667}],""entities"":[]}"
再见,03/28/2018 08:55:05,"{""query"":""再见"",""intents"":[{""intent"":""Angry"",""score"":0.07338316},{""intent"":""AreYouBot"",""score"":5.55312852E-07},{""intent"":""GoodBye"",""score"":0.2754486},{""intent"":""Greetings"",""score"":0.09530834},{""intent"":""None"",""score"":0.05929535},{""intent"":""Praise"",""score"":0.0934514552}],""entities"":[]}"
再见,03/28/2018 08:55:21,"{""query"":""再见"",""intents"":[{""intent"":""Angry"",""score"":0.07338316},{""intent"":""AreYouBot"",""score"":5.55312852E-07},{""intent"":""GoodBye"",""score"":0.2754486},{""intent"":""Greetings"",""score"":0.09530834},{""intent"":""None"",""score"":0.05929535},{""intent"":""Praise"",""score"":0.0934514552}],""entities"":[]}"
再见,03/28/2018 08:55:21,"{""query"":""再见"",""intents"":[{""intent"":""Angry"",""score"":0.07338316},{""intent"":""AreYouBot"",""score"":5.55312852E-07},{""intent"":""GoodBye"",""score"":0.2754486},{""intent"":""Greetings"",""score"":0.09530834},{""intent"":""None"",""score"":0.05929535},{""intent"":""Praise"",""score"":0.0934514552}],""entities"":[]}"
如何申请发票,03/27/2018 22:15:25,"{""query"":""如何申请发票"",""intents"":[{""intent"":""Angry"",""score"":0.07323171},{""intent"":""AreYouBot"",""score"":9.13447252E-07},{""intent"":""GoodBye"",""score"":0.0133652613},{""intent"":""Greetings"",""score"":0.0152818356},{""intent"":""None"",""score"":0.818733454},{""intent"":""Praise"",""score"":0.06822474}],""entities"":[]}"
注册问题,03/30/2018 03:47:53,"{""query"":""注册问题"",""intents"":[{""intent"":""Angry"",""score"":0.1557166},{""intent"":""AreYouBot"",""score"":3.38533437E-06},{""intent"":""GoodBye"",""score"":0.0214514453},{""intent"":""Greetings"",""score"":0.0408812},{""intent"":""None"",""score"":0.255338252},{""intent"":""Praise"",""score"":0.12490622}],""entities"":[]}"
注册问题,03/30/2018 03:48:53,"{""query"":""注册问题"",""intents"":[{""intent"":""Angry"",""score"":0.1557166},{""intent"":""AreYouBot"",""score"":3.38533437E-06},{""intent"":""GoodBye"",""score"":0.0214514453},{""intent"":""Greetings"",""score"":0.0408812},{""intent"":""None"",""score"":0.255338252},{""intent"":""Praise"",""score"":0.12490622}],""entities"":[]}"
注册问题,03/28/2018 08:26:13,"{""query"":""注册问题"",""intents"":[{""intent"":""Angry"",""score"":0.1557166},{""intent"":""AreYouBot"",""score"":3.38533437E-06},{""intent"":""GoodBye"",""score"":0.0214514453},{""intent"":""Greetings"",""score"":0.0408812},{""intent"":""None"",""score"":0.255338252},{""intent"":""Praise"",""score"":0.12490622}],""entities"":[]}"
注册问题,03/28/2018 08:25:58,"{""query"":""注册问题"",""intents"":[{""intent"":""Angry"",""score"":0.1557166},{""intent"":""AreYouBot"",""score"":3.38533437E-06},{""intent"":""GoodBye"",""score"":0.0214514453},{""intent"":""Greetings"",""score"":0.0408812},{""intent"":""None"",""score"":0.255338252},{""intent"":""Praise"",""score"":0.12490622}],""entities"":[]}"
注册问题,03/28/2018 08:25:58,"{""query"":""注册问题"",""intents"":[{""intent"":""Angry"",""score"":0.1557166},{""intent"":""AreYouBot"",""score"":3.38533437E-06},{""intent"":""GoodBye"",""score"":0.0214514453},{""intent"":""Greetings"",""score"":0.0408812},{""intent"":""None"",""score"":0.255338252},{""intent"":""Praise"",""score"":0.12490622}],""entities"":[]}"
注册问题,03/30/2018 03:46:45,"{""query"":""注册问题"",""intents"":[{""intent"":""Angry"",""score"":0.1557166},{""intent"":""AreYouBot"",""score"":3.38533437E-06},{""intent"":""GoodBye"",""score"":0.0214514453},{""intent"":""Greetings"",""score"":0.0408812},{""intent"":""None"",""score"":0.255338252},{""intent"":""Praise"",""score"":0.12490622}],""entities"":[]}"
你是男生女生,03/28/2018 08:26:44,"{""query"":""你是男生女生"",""intents"":[{""intent"":""Angry"",""score"":0.165467069},{""intent"":""AreYouBot"",""score"":5.08932462E-05},{""intent"":""GoodBye"",""score"":0.0135721676},{""intent"":""Greetings"",""score"":0.025431402},{""intent"":""None"",""score"":0.220396429},{""intent"":""Praise"",""score"":0.08141538}],""entities"":[]}"
你是男生女生,03/28/2018 08:26:44,"{""query"":""你是男生女生"",""intents"":[{""intent"":""Angry"",""score"":0.165467069},{""intent"":""AreYouBot"",""score"":5.08932462E-05},{""intent"":""GoodBye"",""score"":0.0135721676},{""intent"":""Greetings"",""score"":0.025431402},{""intent"":""None"",""score"":0.220396429},{""intent"":""Praise"",""score"":0.08141538}],""entities"":[]}"
你真棒,03/28/2018 08:26:28,"{""query"":""你真棒"",""intents"":[{""intent"":""Angry"",""score"":0.144521683},{""intent"":""AreYouBot"",""score"":2.17723141E-06},{""intent"":""GoodBye"",""score"":0.02244719},{""intent"":""Greetings"",""score"":0.06023558},{""intent"":""None"",""score"":0.04730406},{""intent"":""Praise"",""score"":0.476382971}],""entities"":[]}"
你好,03/29/2018 10:08:34,"{""query"":""你好"",""intents"":[{""intent"":""Angry"",""score"":0.060301505},{""intent"":""AreYouBot"",""score"":2.03986519E-06},{""intent"":""GoodBye"",""score"":0.028445797},{""intent"":""Greetings"",""score"":0.5183417},{""intent"":""None"",""score"":0.0127302129},{""intent"":""Praise"",""score"":0.190075576}],""entities"":[]}"
你好,03/29/2018 10:14:40,"{""query"":""你好"",""intents"":[{""intent"":""Angry"",""score"":0.060301505},{""intent"":""AreYouBot"",""score"":2.03986519E-06},{""intent"":""GoodBye"",""score"":0.028445797},{""intent"":""Greetings"",""score"":0.5183417},{""intent"":""None"",""score"":0.0127302129},{""intent"":""Praise"",""score"":0.190075576}],""entities"":[]}"
你好,03/29/2018 09:33:38,"{""query"":""你好"",""intents"":[{""intent"":""Angry"",""score"":0.060301505},{""intent"":""AreYouBot"",""score"":2.03986519E-06},{""intent"":""GoodBye"",""score"":0.028445797},{""intent"":""Greetings"",""score"":0.5183417},{""intent"":""None"",""score"":0.0127302129},{""intent"":""Praise"",""score"":0.190075576}],""entities"":[]}"
你好,03/29/2018 09:45:40,"{""query"":""你好"",""intents"":[{""intent"":""Angry"",""score"":0.060301505},{""intent"":""AreYouBot"",""score"":2.03986519E-06},{""intent"":""GoodBye"",""score"":0.028445797},{""intent"":""Greetings"",""score"":0.5183417},{""intent"":""None"",""score"":0.0127302129},{""intent"":""Praise"",""score"":0.190075576}],""entities"":[]}"
你好,03/28/2018 07:39:59,"{""query"":""你好"",""intents"":[{""intent"":""Angry"",""score"":0.060301505},{""intent"":""AreYouBot"",""score"":2.03986519E-06},{""intent"":""GoodBye"",""score"":0.028445797},{""intent"":""Greetings"",""score"":0.5183417},{""intent"":""None"",""score"":0.0127302129},{""intent"":""Praise"",""score"":0.190075576}],""entities"":[]}"
你好,03/29/2018 09:08:35,"{""query"":""你好"",""intents"":[{""intent"":""Angry"",""score"":0.060301505},{""intent"":""AreYouBot"",""score"":2.03986519E-06},{""intent"":""GoodBye"",""score"":0.028445797},{""intent"":""Greetings"",""score"":0.5183417},{""intent"":""None"",""score"":0.0127302129},{""intent"":""Praise"",""score"":0.190075576}],""entities"":[]}"
你好,03/29/2018 09:39:16,"{""query"":""你好"",""intents"":[{""intent"":""Angry"",""score"":0.060301505},{""intent"":""AreYouBot"",""score"":2.03986519E-06},{""intent"":""GoodBye"",""score"":0.028445797},{""intent"":""Greetings"",""score"":0.5183417},{""intent"":""None"",""score"":0.0127302129},{""intent"":""Praise"",""score"":0.190075576}],""entities"":[]}"
你好,03/29/2018 09:08:51,"{""query"":""你好"",""intents"":[{""intent"":""Angry"",""score"":0.060301505},{""intent"":""AreYouBot"",""score"":2.03986519E-06},{""intent"":""GoodBye"",""score"":0.028445797},{""intent"":""Greetings"",""score"":0.5183417},{""intent"":""None"",""score"":0.0127302129},{""intent"":""Praise"",""score"":0.190075576}],""entities"":[]}"
你好,03/28/2018 07:59:15,"{""query"":""你好"",""intents"":[{""intent"":""Angry"",""score"":0.060301505},{""intent"":""AreYouBot"",""score"":2.03986519E-06},{""intent"":""GoodBye"",""score"":0.028445797},{""intent"":""Greetings"",""score"":0.5183417},{""intent"":""None"",""score"":0.0127302129},{""intent"":""Praise"",""score"":0.190075576}],""entities"":[]}"
你好,03/29/2018 09:39:31,"{""query"":""你好"",""intents"":[{""intent"":""Angry"",""score"":0.060301505},{""intent"":""AreYouBot"",""score"":2.03986519E-06},{""intent"":""GoodBye"",""score"":0.028445797},{""intent"":""Greetings"",""score"":0.5183417},{""intent"":""None"",""score"":0.0127302129},{""intent"":""Praise"",""score"":0.190075576}],""entities"":[]}"
你好,03/28/2018 07:38:34,"{""query"":""你好"",""intents"":[{""intent"":""Angry"",""score"":0.060301505},{""intent"":""AreYouBot"",""score"":2.03986519E-06},{""intent"":""GoodBye"",""score"":0.028445797},{""intent"":""Greetings"",""score"":0.5183417},{""intent"":""None"",""score"":0.0127302129},{""intent"":""Praise"",""score"":0.190075576}],""entities"":[]}"
你好,03/28/2018 08:22:42,"{""query"":""你好"",""intents"":[{""intent"":""Angry"",""score"":0.060301505},{""intent"":""AreYouBot"",""score"":2.03986519E-06},{""intent"":""GoodBye"",""score"":0.028445797},{""intent"":""Greetings"",""score"":0.5183417},{""intent"":""None"",""score"":0.0127302129},{""intent"":""Praise"",""score"":0.190075576}],""entities"":[]}"
你好,03/29/2018 09:50:16,"{""query"":""你好"",""intents"":[{""intent"":""Angry"",""score"":0.060301505},{""intent"":""AreYouBot"",""score"":2.03986519E-06},{""intent"":""GoodBye"",""score"":0.028445797},{""intent"":""Greetings"",""score"":0.5183417},{""intent"":""None"",""score"":0.0127302129},{""intent"":""Praise"",""score"":0.190075576}],""entities"":[]}"
你好,03/28/2018 07:39:52,"{""query"":""你好"",""intents"":[{""intent"":""Angry"",""score"":0.060301505},{""intent"":""AreYouBot"",""score"":2.03986519E-06},{""intent"":""GoodBye"",""score"":0.028445797},{""intent"":""Greetings"",""score"":0.5183417},{""intent"":""None"",""score"":0.0127302129},{""intent"":""Praise"",""score"":0.190075576}],""entities"":[]}"
你好,03/29/2018 09:45:39,"{""query"":""你好"",""intents"":[{""intent"":""Angry"",""score"":0.060301505},{""intent"":""AreYouBot"",""score"":2.03986519E-06},{""intent"":""GoodBye"",""score"":0.028445797},{""intent"":""Greetings"",""score"":0.5183417},{""intent"":""None"",""score"":0.0127302129},{""intent"":""Praise"",""score"":0.190075576}],""entities"":[]}"
你好,03/29/2018 09:29:05,"{""query"":""你好"",""intents"":[{""intent"":""Angry"",""score"":0.060301505},{""intent"":""AreYouBot"",""score"":2.03986519E-06},{""intent"":""GoodBye"",""score"":0.028445797},{""intent"":""Greetings"",""score"":0.5183417},{""intent"":""None"",""score"":0.0127302129},{""intent"":""Praise"",""score"":0.190075576}],""entities"":[]}"
你好,03/28/2018 08:00:28,"{""query"":""你好"",""intents"":[{""intent"":""Angry"",""score"":0.060301505},{""intent"":""AreYouBot"",""score"":2.03986519E-06},{""intent"":""GoodBye"",""score"":0.028445797},{""intent"":""Greetings"",""score"":0.5183417},{""intent"":""None"",""score"":0.0127302129},{""intent"":""Praise"",""score"":0.190075576}],""entities"":[]}"
你好,03/28/2018 10:49:06,"{""query"":""你好"",""intents"":[{""intent"":""Angry"",""score"":0.060301505},{""intent"":""AreYouBot"",""score"":2.03986519E-06},{""intent"":""GoodBye"",""score"":0.028445797},{""intent"":""Greetings"",""score"":0.5183417},{""intent"":""None"",""score"":0.0127302129},{""intent"":""Praise"",""score"":0.190075576}],""entities"":[]}"
