Document.id,Document.questions,Document.modifiedQuestion,Document.answer,Document.modifiedAnswer,Document.categories,Document.rowId,Document.urls
930d8dc292fbdfda6851cec3af35b7fd,在Azure VNet 中可以使用的地址范围有哪些？,在Azure VNet 中可以使用哪些地址范围？,[RFC 1918](http://tools.ietf.org/html/rfc1918)中定义的任何 IP 地址范围。 例如 10.0.0.0/16。,,virtual network,798,https://docs.azure.cn/virtual-network/virtual-networks-faq
930d8dc292fbdfda6851cec3af35b7fd,在我的 VNet 中可以使用哪些地址范围？,在Azure VNet 中可以使用哪些地址范围？,[RFC 1918](http://tools.ietf.org/html/rfc1918)中定义的任何 IP 地址范围。 例如 10.0.0.0/16。,,virtual network,798,https://docs.azure.cn/virtual-network/virtual-networks-faq
5d4d3aabb618432e64f8358d8ba04de7,Azure 服务总线命名空间是什么？,,[命名空间](https://docs.azure.cn/service-bus-messaging/service-bus-create-namespace-portal)提供了用于对应用程序中的服务总线资源进行寻址的范围容器。 必须创建命名空间才能使用服务总线，而且这也是开始使用的第一步。,Azure 服务总线 [命名空间](https://docs.azure.cn/service-bus-messaging/service-bus-create-namespace-portal)提供了用于对应用程序中的服务总线资源进行寻址的范围容器。 必须创建命名空间才能使用服务总线，而且这也是开始使用的第一步。,service bus-messaging,500,https://docs.azure.cn/service-bus-messaging/service-bus-faq
5d4d3aabb618432e64f8358d8ba04de7,什么是服务总线命名空间？,,[命名空间](https://docs.azure.cn/service-bus-messaging/service-bus-create-namespace-portal)提供了用于对应用程序中的服务总线资源进行寻址的范围容器。 必须创建命名空间才能使用服务总线，而且这也是开始使用的第一步。,Azure 服务总线 [命名空间](https://docs.azure.cn/service-bus-messaging/service-bus-create-namespace-portal)提供了用于对应用程序中的服务总线资源进行寻址的范围容器。 必须创建命名空间才能使用服务总线，而且这也是开始使用的第一步。,service bus-messaging,500,https://docs.azure.cn/service-bus-messaging/service-bus-faq
6de02fe7962ecbc4bc076907ca5f4c68,Azure 中继命名空间是什么？,,[命名空间](https://docs.azure.cn/service-bus-relay/relay-create-namespace-portal)是一个范围容器，可用于对应用程序中的中继资源进行寻址。 必须创建命名空间才能使用中继。 这是入门的开始步骤之一。,Azure 中继 [命名空间](https://docs.azure.cn/service-bus-relay/relay-create-namespace-portal)是一个范围容器，可用于对应用程序中的中继资源进行寻址。 必须创建命名空间才能使用中继。 这是入门的开始步骤之一。,service bus-relay,514,https://docs.azure.cn/service-bus-relay/relay-faq
6de02fe7962ecbc4bc076907ca5f4c68,什么是中继命名空间？,,[命名空间](https://docs.azure.cn/service-bus-relay/relay-create-namespace-portal)是一个范围容器，可用于对应用程序中的中继资源进行寻址。 必须创建命名空间才能使用中继。 这是入门的开始步骤之一。,Azure 中继 [命名空间](https://docs.azure.cn/service-bus-relay/relay-create-namespace-portal)是一个范围容器，可用于对应用程序中的中继资源进行寻址。 必须创建命名空间才能使用中继。 这是入门的开始步骤之一。,service bus-relay,514,https://docs.azure.cn/service-bus-relay/relay-faq
ee4df5b72380cf902b1205c35d974b84,Azure 服务总线队列是什么？,,[服务总线队列](https://docs.azure.cn/service-bus-messaging/service-bus-queues-topics-subscriptions)是用于存储消息的实体。 有多个应用程序，或者有多个需要彼此通信的分布式应用程序部分时，队列特别有用。 队列和发行中心的相似之处在于，两者都会接收多个产品（消息），再从该处送出。,[Azure 服务总线队列](https://docs.azure.cn/service-bus-messaging/service-bus-queues-topics-subscriptions)是用于存储消息的实体。 有多个应用程序，或者有多个需要彼此通信的分布式应用程序部分时，队列特别有用。 队列和发行中心的相似之处在于，两者都会接收多个产品（消息），再从该处送出。,service bus-messaging,504,https://docs.azure.cn/service-bus-messaging/service-bus-faq
ee4df5b72380cf902b1205c35d974b84,什么是 Azure 服务总线队列？,,[服务总线队列](https://docs.azure.cn/service-bus-messaging/service-bus-queues-topics-subscriptions)是用于存储消息的实体。 有多个应用程序，或者有多个需要彼此通信的分布式应用程序部分时，队列特别有用。 队列和发行中心的相似之处在于，两者都会接收多个产品（消息），再从该处送出。,[Azure 服务总线队列](https://docs.azure.cn/service-bus-messaging/service-bus-queues-topics-subscriptions)是用于存储消息的实体。 有多个应用程序，或者有多个需要彼此通信的分布式应用程序部分时，队列特别有用。 队列和发行中心的相似之处在于，两者都会接收多个产品（消息），再从该处送出。,service bus-messaging,504,https://docs.azure.cn/service-bus-messaging/service-bus-faq
ef3ea58f58a6886fb56153844cc733df,什么时候使用 Azure Vnet?,,[虚拟网络概述](https://docs.azure.cn/virtual-network/virtual-networks-overview)一文提供了一份决策表，可帮助你确定最佳的网络设计选项。,,virtual network,790,https://docs.azure.cn/virtual-network/virtual-networks-faq
ef3ea58f58a6886fb56153844cc733df,什么时候使用 Azure 虚拟网络？,,[虚拟网络概述](https://docs.azure.cn/virtual-network/virtual-networks-overview)一文提供了一份决策表，可帮助你确定最佳的网络设计选项。,,virtual network,790,https://docs.azure.cn/virtual-network/virtual-networks-faq
ef3ea58f58a6886fb56153844cc733df,如何知道是否需要 VNet？,,[虚拟网络概述](https://docs.azure.cn/virtual-network/virtual-networks-overview)一文提供了一份决策表，可帮助你确定最佳的网络设计选项。,,virtual network,790,https://docs.azure.cn/virtual-network/virtual-networks-faq
ecdfdd9faf72890bdd0f3151b7e81028,为什么传输到恢复服务保管库的数据的大小小于我备份的数据？,为什么传输到恢复服务保管库的数据的大小小于我备份的数据？,\n\n 从 Azure 备份代理、SCDPM 或 Azure 备份服务器备份的所有数据都会在传输之前进行压缩和加密。 应用压缩和加密后，备份保管库中的数据将减少 30-40%。\n\n## 我能够备份的内容\n\n,从 Azure 备份代理、SCDPM 或 Azure 备份服务器备份的所有数据都会在传输之前进行压缩和加密。 应用压缩和加密后，备份保管库中的数据将减少 30-40%。,backup,220,https://docs.azure.cn/backup/backup-azure-backup-faq
